"file","source","row","col","width","height","avg_brightness","stddev"
"vitorino_185552_r1c2.jpg","Captura de tela 2026-07-23 185552.png","1","2","1080","1350","60,75","48,61"
"vitorino_185552_r1c3.jpg","Captura de tela 2026-07-23 185552.png","1","3","1080","1350","38,15","44,61"
"vitorino_185552_r1c4.jpg","Captura de tela 2026-07-23 185552.png","1","4","1080","1350","46,2","49,83"
"vitorino_185552_r2c1.jpg","Captura de tela 2026-07-23 185552.png","2","1","1080","1350","89,04","76,37"
"vitorino_185552_r2c2.jpg","Captura de tela 2026-07-23 185552.png","2","2","1080","1350","58,12","58,4"
"vitorino_185552_r2c3.jpg","Captura de tela 2026-07-23 185552.png","2","3","1080","1350","83,73","80,01"
"vitorino_185552_r2c4.jpg","Captura de tela 2026-07-23 185552.png","2","4","1080","1350","97,77","77,49"
"vitorino_185603_r1c1.jpg","Captura de tela 2026-07-23 185603.png","1","1","1080","1350","68,26","61,29"
"vitorino_185603_r1c2.jpg","Captura de tela 2026-07-23 185603.png","1","2","1080","1350","72,97","73,61"
"vitorino_185603_r1c3.jpg","Captura de tela 2026-07-23 185603.png","1","3","1080","1350","33,53","38,99"
"vitorino_185603_r1c4.jpg","Captura de tela 2026-07-23 185603.png","1","4","1080","1350","97,96","75,73"
"vitorino_185603_r2c1.jpg","Captura de tela 2026-07-23 185603.png","2","1","1080","1350","67,52","75,05"
"vitorino_185603_r2c2.jpg","Captura de tela 2026-07-23 185603.png","2","2","1080","1350","74,7","73,98"
"vitorino_185603_r2c3.jpg","Captura de tela 2026-07-23 185603.png","2","3","1080","1350","60,89","60,53"
"vitorino_185603_r2c4.jpg","Captura de tela 2026-07-23 185603.png","2","4","1080","1350","71,66","77,84"
"vitorino_185613_r1c1.jpg","Captura de tela 2026-07-23 185613.png","1","1","1080","1350","57,48","58,07"
"vitorino_185613_r1c2.jpg","Captura de tela 2026-07-23 185613.png","1","2","1080","1350","55,56","42,95"
"vitorino_185613_r1c3.jpg","Captura de tela 2026-07-23 185613.png","1","3","1080","1350","14,58","22,58"
"vitorino_185613_r1c4.jpg","Captura de tela 2026-07-23 185613.png","1","4","1080","1350","54,13","59,25"
"vitorino_185613_r2c1.jpg","Captura de tela 2026-07-23 185613.png","2","1","1080","1350","101,62","76,85"
"vitorino_185613_r2c2.jpg","Captura de tela 2026-07-23 185613.png","2","2","1080","1350","74,79","76,24"
"vitorino_185613_r2c3.jpg","Captura de tela 2026-07-23 185613.png","2","3","1080","1350","49,88","64,52"
"vitorino_185613_r2c4.jpg","Captura de tela 2026-07-23 185613.png","2","4","1080","1350","86,61","78,55"
"vitorino_185624_r1c1.jpg","Captura de tela 2026-07-23 185624.png","1","1","1080","1350","69,63","67,23"
"vitorino_185624_r1c2.jpg","Captura de tela 2026-07-23 185624.png","1","2","1080","1350","97,82","81,26"
"vitorino_185624_r1c3.jpg","Captura de tela 2026-07-23 185624.png","1","3","1080","1350","68,58","61,82"
"vitorino_185624_r1c4.jpg","Captura de tela 2026-07-23 185624.png","1","4","1080","1350","53,21","57,36"
"vitorino_185624_r2c1.jpg","Captura de tela 2026-07-23 185624.png","2","1","1080","1350","50,71","42,15"
"vitorino_185624_r2c2.jpg","Captura de tela 2026-07-23 185624.png","2","2","1080","1350","95,84","73,84"
"vitorino_185624_r2c3.jpg","Captura de tela 2026-07-23 185624.png","2","3","1080","1350","63,43","61,55"
"vitorino_185624_r2c4.jpg","Captura de tela 2026-07-23 185624.png","2","4","1080","1350","20,96","25,51"
"vitorino_185638_r1c1.jpg","Captura de tela 2026-07-23 185638.png","1","1","1080","1350","86,39","71,72"
"vitorino_185638_r1c2.jpg","Captura de tela 2026-07-23 185638.png","1","2","1080","1350","75,99","75,14"
"vitorino_185638_r1c3.jpg","Captura de tela 2026-07-23 185638.png","1","3","1080","1350","46,51","42,12"
"vitorino_185638_r1c4.jpg","Captura de tela 2026-07-23 185638.png","1","4","1080","1350","88,35","78,3"
"vitorino_185638_r2c1.jpg","Captura de tela 2026-07-23 185638.png","2","1","1080","1350","63,73","63,09"
"vitorino_185638_r2c2.jpg","Captura de tela 2026-07-23 185638.png","2","2","1080","1350","66,41","70,59"
"vitorino_185638_r2c3.jpg","Captura de tela 2026-07-23 185638.png","2","3","1080","1350","50,65","55,11"
"vitorino_185638_r2c4.jpg","Captura de tela 2026-07-23 185638.png","2","4","1080","1350","45,56","52,97"
"vitorino_185656_r1c1.jpg","Captura de tela 2026-07-23 185656.png","1","1","1080","1350","61,94","67,13"
"vitorino_185656_r1c2.jpg","Captura de tela 2026-07-23 185656.png","1","2","1080","1350","50,67","65,67"
"vitorino_185656_r1c3.jpg","Captura de tela 2026-07-23 185656.png","1","3","1080","1350","47,92","49,92"
"vitorino_185656_r1c4.jpg","Captura de tela 2026-07-23 185656.png","1","4","1080","1350","47,52","55,62"
